affiliation_as_published,public_person_record_count,record_type
Mines ParisTech,1,affiliation_label_not_verified_organization
Ministry of Industry and Information Technology,2,affiliation_label_not_verified_organization
Mission Control Space Services,7,affiliation_label_not_verified_organization
Mississippi State University,6,affiliation_label_not_verified_organization
Missouri Univ of Science and Tech,1,affiliation_label_not_verified_organization
Mitsubishi Electric Research Laboratories,1,affiliation_label_not_verified_organization
Mitsubishi Electric research laboratories,1,affiliation_label_not_verified_organization
Mohamed Bin Zayed University of Artificial Intelligence,1,affiliation_label_not_verified_organization
Mohamed Bin Zayed University of Artificial Intelligence (MBZUAI) and Texas A&M University (TAMU),1,affiliation_label_not_verified_organization
"Mohamed bin Zayed University of AI, UAE",1,affiliation_label_not_verified_organization
Mohamed bin Zayed University of Artificial Intelligence,10,affiliation_label_not_verified_organization
Mohamed bin Zayed University of Artificial Intelligence (MBZUAI),1,affiliation_label_not_verified_organization
Monash University,5,affiliation_label_not_verified_organization
Monash university,1,affiliation_label_not_verified_organization
Montpellier University - CNRS UMR 5506,1,affiliation_label_not_verified_organization
Morehouse College,1,affiliation_label_not_verified_organization
Moscow Institute of Physics and Technology,1,affiliation_label_not_verified_organization
Mount Holyoke College,1,affiliation_label_not_verified_organization
N/A,1,affiliation_label_not_verified_organization
NANJING UNIVERSITY OF SCIENCE & TECHNOLOGY,1,affiliation_label_not_verified_organization
NASA Glenn Research Center,1,affiliation_label_not_verified_organization
NASA Jet Propulsion Laboratory,2,affiliation_label_not_verified_organization
NASA Jet Propulsion Laboratory (JPL),1,affiliation_label_not_verified_organization
"NASA Jet Propulsion Laboratory, California Institute of Technology",1,affiliation_label_not_verified_organization
NASA-JPL,1,affiliation_label_not_verified_organization
"NASA-JPL, Caltech",1,affiliation_label_not_verified_organization
NCT Dresden,1,affiliation_label_not_verified_organization
NEC,2,affiliation_label_not_verified_organization
NEC Corporation,1,affiliation_label_not_verified_organization
NEC corporation,1,affiliation_label_not_verified_organization
NTNU,2,affiliation_label_not_verified_organization
NTNU - Norwegian University of Science and Technology,3,affiliation_label_not_verified_organization
NTT Corporation,1,affiliation_label_not_verified_organization
"NTT, Inc.",2,affiliation_label_not_verified_organization
NTU - NANYANG TECHNOLOGICAL UNIVERSITY,1,affiliation_label_not_verified_organization
NUDT,1,affiliation_label_not_verified_organization
NUS,2,affiliation_label_not_verified_organization
NVIDIA,20,affiliation_label_not_verified_organization
NVIDIA Corp.,2,affiliation_label_not_verified_organization
NVIDIA Corporation,2,affiliation_label_not_verified_organization
"NWS, Tech Univ Muenchen",1,affiliation_label_not_verified_organization
Nagoya Institute of Technology,2,affiliation_label_not_verified_organization
Nagoya University,6,affiliation_label_not_verified_organization
NanYang Techonological university,1,affiliation_label_not_verified_organization
Nangyang technological Univercity,1,affiliation_label_not_verified_organization
Nanjing Medical University,6,affiliation_label_not_verified_organization
Nanjing University,22,affiliation_label_not_verified_organization
Nanjing University of Aeronautics and Astronautics,4,affiliation_label_not_verified_organization
Nanjing University of Information Science & Techology,1,affiliation_label_not_verified_organization
Nanjing University of Posts and Telecommunications,1,affiliation_label_not_verified_organization
Nanjing University of Science and Technology,28,affiliation_label_not_verified_organization
"Nanjing University of Science and Technology, Nanjing",1,affiliation_label_not_verified_organization
Nanjing University of Science and Technology‌,1,affiliation_label_not_verified_organization
Nanjing Xiaozhuang University,1,affiliation_label_not_verified_organization
Nankai University,7,affiliation_label_not_verified_organization
"Nankai University,",1,affiliation_label_not_verified_organization
Nanyang Technological University,62,affiliation_label_not_verified_organization
"Nanyang Technological University, Singapore",1,affiliation_label_not_verified_organization
Nanyang Techonological University,1,affiliation_label_not_verified_organization
"Nanyang technological University, Singapore",1,affiliation_label_not_verified_organization
NanyangTechnological University,1,affiliation_label_not_verified_organization
Nara Institute of Science and Technology,3,affiliation_label_not_verified_organization
"Nasa's Jet Propulsion Laboratory, Caltech",1,affiliation_label_not_verified_organization
Nat. Inst. of Advanced Industrial Science and Technology,1,affiliation_label_not_verified_organization
National Center for Tumor Diseases,3,affiliation_label_not_verified_organization
National Center for Tumor Diseases (NCT) Dresden,1,affiliation_label_not_verified_organization
National Central University,2,affiliation_label_not_verified_organization
National Cheng Kung University,2,affiliation_label_not_verified_organization
"National Institute for Materials Science, Japan",1,affiliation_label_not_verified_organization
National Institute of Advanced Industrial Science and Technology,6,affiliation_label_not_verified_organization
National Institute of Advanced Industrial Science and Technology (AIST),5,affiliation_label_not_verified_organization
National Institute of Industrial Science and Technology(AIST),1,affiliation_label_not_verified_organization
National Institute of Informatics,3,affiliation_label_not_verified_organization
National Institute of Information and Communications Technology,1,affiliation_label_not_verified_organization
National Kaohsiung University of Science and Technology,1,affiliation_label_not_verified_organization
National Taiwan Normal University,2,affiliation_label_not_verified_organization
National Taiwan University,5,affiliation_label_not_verified_organization
National Taiwan University Hospital,1,affiliation_label_not_verified_organization
National Technical University of Athens,7,affiliation_label_not_verified_organization
National Technical University of Athens (NTUA),1,affiliation_label_not_verified_organization
National University Singapore,2,affiliation_label_not_verified_organization
National University of Defense Technology,32,affiliation_label_not_verified_organization
"National University of Defense Technology, College of Intelligence Science and Technology",1,affiliation_label_not_verified_organization
National University of SIngapore,1,affiliation_label_not_verified_organization
National University of Singapore,79,affiliation_label_not_verified_organization
National University of Singapore (NUS),3,affiliation_label_not_verified_organization
National Yang Ming Chiao Tung University,8,affiliation_label_not_verified_organization
National Yang Ming Chiao Tung University(NYCU),1,affiliation_label_not_verified_organization
National university of singapore,1,affiliation_label_not_verified_organization
"Naval Group Far East, Singapore",2,affiliation_label_not_verified_organization
"Naval Group Pacific, Australia",2,affiliation_label_not_verified_organization
Nazarbayev University,7,affiliation_label_not_verified_organization
Netflix,1,affiliation_label_not_verified_organization
Neuromeka,1,affiliation_label_not_verified_organization
New Jersey Institute of Technology,10,affiliation_label_not_verified_organization
New York University,26,affiliation_label_not_verified_organization
New York University - Abu Dhabi,1,affiliation_label_not_verified_organization
New York University Abu Dhabi,5,affiliation_label_not_verified_organization
"New York University, Carnegie Mellon University",1,affiliation_label_not_verified_organization
"New York University, Tandon School Of Engineering",1,affiliation_label_not_verified_organization
"New York University, Tandon School of Engineering",1,affiliation_label_not_verified_organization
Newcastle University,1,affiliation_label_not_verified_organization
Niigata University,2,affiliation_label_not_verified_organization
Ningbo Industrial Technology Research Institute,1,affiliation_label_not_verified_organization
"Ningbo Institute of Material Technology and Engineering, Chinese Academy of Sciences",1,affiliation_label_not_verified_organization
"Ningbo Institute of Material Technology and Engineering,CAS",1,affiliation_label_not_verified_organization
"Ningbo Institute of Materials Technology & Engineering, CAS",1,affiliation_label_not_verified_organization
"Ningbo Institute of Materials Technology and Engineering, CAS",1,affiliation_label_not_verified_organization
Ningxia Institute of Science and Technology,1,affiliation_label_not_verified_organization
Nitte Meenakshi Institute of technology,1,affiliation_label_not_verified_organization
"Noah's Ark Lab, Huawei Technologies",1,affiliation_label_not_verified_organization
"Noah's Ark Lab, Huawei Technologies Canada Inc",1,affiliation_label_not_verified_organization
Noetix,2,affiliation_label_not_verified_organization
Noetix Robotics,3,affiliation_label_not_verified_organization
Nokia Bell Labs,1,affiliation_label_not_verified_organization
North Carolina State University,15,affiliation_label_not_verified_organization
North Carolina State University and University of North Carolina at Chapel Hill,1,affiliation_label_not_verified_organization
North China Electric Power University,1,affiliation_label_not_verified_organization
"North Information Control Research Academy Group Co., Ltd.",3,affiliation_label_not_verified_organization
North University of China,5,affiliation_label_not_verified_organization
Northeast Petroleum University,1,affiliation_label_not_verified_organization
Northeastern University,69,affiliation_label_not_verified_organization
"Northeastern University (China), Faculty of Robot Science and Engineering",1,affiliation_label_not_verified_organization
Northeastern University of China,1,affiliation_label_not_verified_organization
"Northeastern University, Shenyang, China",2,affiliation_label_not_verified_organization
Northeastern university,2,affiliation_label_not_verified_organization
Northeastern university(china),1,affiliation_label_not_verified_organization
Northview High School,1,affiliation_label_not_verified_organization
Northwestern Polytechnical University,9,affiliation_label_not_verified_organization
Northwestern Polytechnical university,1,affiliation_label_not_verified_organization
Northwestern PolytechnicalUniversity,1,affiliation_label_not_verified_organization
Northwestern University,14,affiliation_label_not_verified_organization
"Northwestern University, Carnegie Mellon University",1,affiliation_label_not_verified_organization
"Northwestern University, Center for Robotics and Biosystems",1,affiliation_label_not_verified_organization
Norwegian University of Science and Technology (NTNU),1,affiliation_label_not_verified_organization
Nuremberg Institute of Technology Georg Simon Ohm,1,affiliation_label_not_verified_organization
Nvidia,7,affiliation_label_not_verified_organization
OMRON SINIC X,3,affiliation_label_not_verified_organization
OMRON SINIC X Corporation,4,affiliation_label_not_verified_organization
ORNL,1,affiliation_label_not_verified_organization
Oak Ridge National Lab,1,affiliation_label_not_verified_organization
Oak Ridge National Laboratory,2,affiliation_label_not_verified_organization
Oakland University,8,affiliation_label_not_verified_organization
Ocean University of China,2,affiliation_label_not_verified_organization
Ocean university of china,1,affiliation_label_not_verified_organization
Ohio State University,2,affiliation_label_not_verified_organization
Ohio University,1,affiliation_label_not_verified_organization
Oklahoma State University,5,affiliation_label_not_verified_organization
Omron Sinic X,1,affiliation_label_not_verified_organization
OpenAI,1,affiliation_label_not_verified_organization
Oregon State University,9,affiliation_label_not_verified_organization
Osaka University,10,affiliation_label_not_verified_organization
Osaka University / Ozyegin University,1,affiliation_label_not_verified_organization
"Osaka University, Japan",1,affiliation_label_not_verified_organization
Otto-von-Guericke University Magdeburg,2,affiliation_label_not_verified_organization
Otto-von-Guericke University Magdeburg / Research Campus STIMULATE,3,affiliation_label_not_verified_organization
Oxford University,1,affiliation_label_not_verified_organization
PAL Robotics,4,affiliation_label_not_verified_organization
"PERCRO Laboratory, TeCIP Institute, Sant’Anna School of Advanced Studies, Pisa",1,affiliation_label_not_verified_organization
"PICO, ByteDance",1,affiliation_label_not_verified_organization
PKU-Wuhan Institute for Artificial Intelligence,1,affiliation_label_not_verified_organization
PNNL,1,affiliation_label_not_verified_organization
POSTECH,5,affiliation_label_not_verified_organization
POSTECH (POHANG UNIVERSITY OF SCIENCE AND TECHNOLOGY),1,affiliation_label_not_verified_organization
POSTECH(Pohang University of Science and Technology),2,affiliation_label_not_verified_organization
"POSTECH, Pohang University of Science and Technology",4,affiliation_label_not_verified_organization
PTT Exploration and Production Public Company Limited,1,affiliation_label_not_verified_organization
Paderborn University,2,affiliation_label_not_verified_organization
Palbit,1,affiliation_label_not_verified_organization
"Panasonic Professor of Computer Science and Engineering, MIT",1,affiliation_label_not_verified_organization
Paris-Saclay/Université de Versailles Saint-Quentin-en-Yvelines,1,affiliation_label_not_verified_organization
Peking Univeristy,1,affiliation_label_not_verified_organization
Peking University,53,affiliation_label_not_verified_organization
Peking University School of Stomatology,1,affiliation_label_not_verified_organization
Peking university,2,affiliation_label_not_verified_organization
Peng Cheng Laboratory,2,affiliation_label_not_verified_organization
Pengcheng Laboratory,3,affiliation_label_not_verified_organization
"Pengcheng Laboratory, Shenzhen, China",1,affiliation_label_not_verified_organization
Penn State University,2,affiliation_label_not_verified_organization
Pennstate University,1,affiliation_label_not_verified_organization
Pennsylvania State University,7,affiliation_label_not_verified_organization
Ph.D. Student • MIT,1,affiliation_label_not_verified_organization
Ph.D. Student • Max Planck Institute for Intelligent Systems,1,affiliation_label_not_verified_organization
PhD Student (Purdue University),1,affiliation_label_not_verified_organization
"PhD, Arizona State University",1,affiliation_label_not_verified_organization
"PhD, Georgia Tech",1,affiliation_label_not_verified_organization
Phenikaa University,1,affiliation_label_not_verified_organization
Physical Intelligence,2,affiliation_label_not_verified_organization
Pohang University of Science and Technology,5,affiliation_label_not_verified_organization
Pohang University of Science and Technology ( POSTECH ),1,affiliation_label_not_verified_organization
Pohang University of Science and Technology (POSTECH),2,affiliation_label_not_verified_organization
Politecnico di Milano,10,affiliation_label_not_verified_organization
Politecnico di Torino,15,affiliation_label_not_verified_organization
Politecnico of Turin,1,affiliation_label_not_verified_organization
Polytechnic Institute of Milan,1,affiliation_label_not_verified_organization
Pontificia Universidad Catolica De Chile,1,affiliation_label_not_verified_organization
Pontificia Universidad Catolica de Chile,1,affiliation_label_not_verified_organization
Pontificia Universidad Católica de Chile,1,affiliation_label_not_verified_organization
Portland State University,4,affiliation_label_not_verified_organization
Portsmouth University,1,affiliation_label_not_verified_organization
"Post doctorate, Harvard University & visiting post doctorate, Stanford University",1,affiliation_label_not_verified_organization
Postdoctoral Researcher • IIT,2,affiliation_label_not_verified_organization
Postech,1,affiliation_label_not_verified_organization
Poznan University of Technology,2,affiliation_label_not_verified_organization
Princeton University,4,affiliation_label_not_verified_organization
"Professor at the University of Science and Technology, Beijing, China.",1,affiliation_label_not_verified_organization
Providence College,1,affiliation_label_not_verified_organization
Purdue,1,affiliation_label_not_verified_organization
Purdue Univeristy,2,affiliation_label_not_verified_organization
Purdue Univerisy,1,affiliation_label_not_verified_organization
Purdue University,96,affiliation_label_not_verified_organization
Purdue University Undergraduate Student Researcher,1,affiliation_label_not_verified_organization
Purdue University West Lafayette,1,affiliation_label_not_verified_organization
"Purdue University, Facebook",1,affiliation_label_not_verified_organization
"Purdue University, West Lafayette",1,affiliation_label_not_verified_organization
Pusan National University,1,affiliation_label_not_verified_organization
"QUT Centre for Robotics, Brisbane, Australia",1,affiliation_label_not_verified_organization
Qilu Hospital of Shandong University,1,affiliation_label_not_verified_organization
Qinghai Institute of Technology,1,affiliation_label_not_verified_organization
Qiyuan Lab,1,affiliation_label_not_verified_organization
Qualcomm,1,affiliation_label_not_verified_organization
Qualcomm AI Research,1,affiliation_label_not_verified_organization
Quantum Science Center of Guangdong-Hong Kong-Macau Greater Bay Area,1,affiliation_label_not_verified_organization
Queen Mary University of London,1,affiliation_label_not_verified_organization
Queen's University,2,affiliation_label_not_verified_organization
Queen's University of Canada,1,affiliation_label_not_verified_organization
Queens College,1,affiliation_label_not_verified_organization
Queensland University of Technology,10,affiliation_label_not_verified_organization
Queensland University of Technology (QUT),1,affiliation_label_not_verified_organization
RAI - Robotics and AI Institute,1,affiliation_label_not_verified_organization
RAI Institute,3,affiliation_label_not_verified_organization
RIKEN,5,affiliation_label_not_verified_organization
"RMIT, Melbourne",1,affiliation_label_not_verified_organization
"RPI, USA",1,affiliation_label_not_verified_organization
RSL ETH Zurich,1,affiliation_label_not_verified_organization
"RSL, ETHZ",1,affiliation_label_not_verified_organization
RT-Thread,1,affiliation_label_not_verified_organization
RWTH Aachen University,2,affiliation_label_not_verified_organization
RWTH-Aachen University,1,affiliation_label_not_verified_organization
Radboud University Medical Center,1,affiliation_label_not_verified_organization
Radboudumc,1,affiliation_label_not_verified_organization
Radical AI,2,affiliation_label_not_verified_organization
Renmin University of China,2,affiliation_label_not_verified_organization
Rensselaer Polytechnic Institute,13,affiliation_label_not_verified_organization
"Research Associate Professor, University of Pennsylvania",1,affiliation_label_not_verified_organization
"Research Institute of USV Engineering, School of Mechatronic Engineering and Automation, Shanghai University, Shanghai, China.",1,affiliation_label_not_verified_organization
"Research Scientist, Robotics and AI Institute (RAI)",1,affiliation_label_not_verified_organization
"Researcher in Data and Knowledge Management at FBK, Trento, Italy.",1,affiliation_label_not_verified_organization
"Researcher in the DVL unit in Fondazione Bruno Kessler (FBK), Italy.",1,affiliation_label_not_verified_organization
Resense GmbH,1,affiliation_label_not_verified_organization
Rice University,19,affiliation_label_not_verified_organization
Ritsumeikan Univ.,1,affiliation_label_not_verified_organization
Ritsumeikan University,6,affiliation_label_not_verified_organization
Robert Bosch GmbH,11,affiliation_label_not_verified_organization
Robert Bosch GmbH Corporate Research,1,affiliation_label_not_verified_organization
Robert Bosch GmbH and University of Stuttgart,1,affiliation_label_not_verified_organization
Robert Bosch LLC,2,affiliation_label_not_verified_organization
"Robotics Institute, Carnegie Mellon University",1,affiliation_label_not_verified_organization
"Robotics Research Center, IIIT Hyderabad",1,affiliation_label_not_verified_organization
"Robotics Research Center, IIIT Hyderabad, India",2,affiliation_label_not_verified_organization
Robotics and AI Institute,5,affiliation_label_not_verified_organization
Robotics and Perception Group,1,affiliation_label_not_verified_organization
"Robotics and Perception Group, University of Zurich",1,affiliation_label_not_verified_organization
Robotnik,6,affiliation_label_not_verified_organization
Robotnik Automation SL,1,affiliation_label_not_verified_organization
Rochester Institute of Technology,6,affiliation_label_not_verified_organization
Rochester institute of technology,1,affiliation_label_not_verified_organization
"Room 4603, Changfu Jinmao Building, Hetao, Futian District, Shenzhen, China",1,affiliation_label_not_verified_organization
Rowan University,3,affiliation_label_not_verified_organization
"Royal Holloway, University of London",1,affiliation_label_not_verified_organization
Royal Military College,1,affiliation_label_not_verified_organization
Rutgers University,14,affiliation_label_not_verified_organization
Rutgers University New Brunswick,1,affiliation_label_not_verified_organization
Rutgers University–New Brunswick,1,affiliation_label_not_verified_organization
"Rutgers, the State University of New Jersey",1,affiliation_label_not_verified_organization
SB Intuitions Corp./ Waseda University,1,affiliation_label_not_verified_organization
SEOUL NATIONAL UNIVERSITY,1,affiliation_label_not_verified_organization
SETI Institute,1,affiliation_label_not_verified_organization
"SF Technology Co., Ltd.",1,affiliation_label_not_verified_organization
SHANGHAI JIAO TONG UNIVERSITY,1,affiliation_label_not_verified_organization
"SHENYANG INSTITUTE OF AUTOMATION,CHINESE ACADEMY OF SCIENCES",1,affiliation_label_not_verified_organization
SIAT,1,affiliation_label_not_verified_organization
SINTEF Ocean,1,affiliation_label_not_verified_organization
SNUAILAB,1,affiliation_label_not_verified_organization
SORBONNE UNIVERSITE - Agence comptable,1,affiliation_label_not_verified_organization
SOUTHERN UNIVERSITY OF SCIENCE AND TECHNOLOGY,1,affiliation_label_not_verified_organization
STILL GmbH,2,affiliation_label_not_verified_organization
SUN YAT-SEN UNIVERSITY,1,affiliation_label_not_verified_organization
SUNY Binghamton,5,affiliation_label_not_verified_organization
SUNY Buffalo,1,affiliation_label_not_verified_organization
SUPSI-IDSIA,1,affiliation_label_not_verified_organization
SUSTech,2,affiliation_label_not_verified_organization
SUZHOU UNIVERSITY OF SCIENCE AND TECHNOLOGY,2,affiliation_label_not_verified_organization
Sabanci University,2,affiliation_label_not_verified_organization
Saint Louis University,7,affiliation_label_not_verified_organization
Saitama University,6,affiliation_label_not_verified_organization
Saitama university,1,affiliation_label_not_verified_organization
Sakana AI,2,affiliation_label_not_verified_organization
Samsung AI Center -Cambridge,1,affiliation_label_not_verified_organization
Samsung Electronics,5,affiliation_label_not_verified_organization
Samsung Research,1,affiliation_label_not_verified_organization
Samsung Research America,1,affiliation_label_not_verified_organization
"Samsung Research, Samsung Electronics",1,affiliation_label_not_verified_organization
"Samsung, South Korea",1,affiliation_label_not_verified_organization
Sapienza University of Rome,4,affiliation_label_not_verified_organization
Scaled Foundations,1,affiliation_label_not_verified_organization
Scania,1,affiliation_label_not_verified_organization
"School of Advanced Technology, Xi'an Jiaotong-Liverpool University, Suzhou 215123, China",1,affiliation_label_not_verified_organization
"School of Architecture, Soongsil University",1,affiliation_label_not_verified_organization
"School of Artificial Intelligence, Shenzhen University",1,affiliation_label_not_verified_organization
"School of Automation, Beijing Institute of Technology.",1,affiliation_label_not_verified_organization
"School of Biomedical Engineering and Informatics, Nanjing Medical University",1,affiliation_label_not_verified_organization
School of Computer Science and Technology of Changchun University of Science and Technology,2,affiliation_label_not_verified_organization
"School of Computer and Information Science, Qinghai Institute of Technology",1,affiliation_label_not_verified_organization
"School of Computing Science, University of Glasgow",1,affiliation_label_not_verified_organization
"School of Control Science and Engineering, Shandong University",1,affiliation_label_not_verified_organization
"School of Data Science, Fudan University",1,affiliation_label_not_verified_organization
"School of Information Engineering, Yangzhou University",1,affiliation_label_not_verified_organization
"School of Natural and Mathematical Sciences, King's College London, University of London",1,affiliation_label_not_verified_organization
"School of Robotics and Advanced Manufacturing, Harbin Institute of Technology, Shenzhen",1,affiliation_label_not_verified_organization
"School of Software, Xinjiang University",1,affiliation_label_not_verified_organization
Scoltech,1,affiliation_label_not_verified_organization
Scuola Superiore Sant'Anna,6,affiliation_label_not_verified_organization
Scuola Superiore Sant'Anna - SSSA,1,affiliation_label_not_verified_organization
"Scuola Superiore Sant'Anna, Institute of Intelligent Mechanics, Pisa",1,affiliation_label_not_verified_organization
"SeamoTech Co. Ltd, HKSAR",1,affiliation_label_not_verified_organization
Seikei University,4,affiliation_label_not_verified_organization
Self-Employed,1,affiliation_label_not_verified_organization
Semio,1,affiliation_label_not_verified_organization
Senior Researcher • IIT,1,affiliation_label_not_verified_organization
"Senior Technician, Department of Engineering, Cambridge",1,affiliation_label_not_verified_organization
Seoul National University,79,affiliation_label_not_verified_organization
Seoul National University (SNU),2,affiliation_label_not_verified_organization
Seoul National Univetsity,1,affiliation_label_not_verified_organization
Seoul National Unversity,1,affiliation_label_not_verified_organization
Sereact GmbH,1,affiliation_label_not_verified_organization
Seres,3,affiliation_label_not_verified_organization
ShanDong university,1,affiliation_label_not_verified_organization
Shandong Laboratory of Aluminum Advanced Manufacturing in Binzhou,1,affiliation_label_not_verified_organization
Shandong Normal University,1,affiliation_label_not_verified_organization
Shandong University,27,affiliation_label_not_verified_organization
Shandong University of Science and Technology,1,affiliation_label_not_verified_organization
Shandong university,1,affiliation_label_not_verified_organization
Shang hai jiao tong university,1,affiliation_label_not_verified_organization
ShangHai Jiao Tong University,1,affiliation_label_not_verified_organization
Shanghai AI Lab,3,affiliation_label_not_verified_organization
Shanghai AI Laboratory,4,affiliation_label_not_verified_organization
"Shanghai Aopeng Medical Technology Co., Ltd",1,affiliation_label_not_verified_organization
Shanghai Artificial Intelligence Laboratory,4,affiliation_label_not_verified_organization
Shanghai Innovation Institute,1,affiliation_label_not_verified_organization
"Shanghai Institute of Technical Physics (SITP) , Chinese Academy of Sciences",1,affiliation_label_not_verified_organization
Shanghai Institute of Technical Physics of the Chinese Academy of Sciences,1,affiliation_label_not_verified_organization
Shanghai Jiao Tong Univ,1,affiliation_label_not_verified_organization
Shanghai Jiao Tong University,135,affiliation_label_not_verified_organization
Shanghai Jiao Tong University School of Medicine,1,affiliation_label_not_verified_organization
Shanghai JiaoTong University,3,affiliation_label_not_verified_organization
Shanghai Jiaotong University,4,affiliation_label_not_verified_organization
Shanghai Marine Equipment Research Institute,1,affiliation_label_not_verified_organization
Shanghai Maritime University,1,affiliation_label_not_verified_organization
"Shanghai Ninth People’s Hospital, Shanghai JiaoTong University School of Medicine",1,affiliation_label_not_verified_organization
Shanghai University,2,affiliation_label_not_verified_organization
Shanghai University of Electric Power,1,affiliation_label_not_verified_organization
Shanghai Weiyi Technology,1,affiliation_label_not_verified_organization
"Shanghai Yinwang Intelligent Technology Co., Ltd.",1,affiliation_label_not_verified_organization
Shanghai artificial intelligence laboratory,1,affiliation_label_not_verified_organization
Shanghai university,1,affiliation_label_not_verified_organization
ShanghaiTech University,15,affiliation_label_not_verified_organization
Shanghaitech University,3,affiliation_label_not_verified_organization
Shantou University,3,affiliation_label_not_verified_organization
Shanxi University,3,affiliation_label_not_verified_organization
Sharpa,1,affiliation_label_not_verified_organization
Sharpa Robotics,1,affiliation_label_not_verified_organization
Sheffield Hallam University,2,affiliation_label_not_verified_organization
"ShenZhen Huawei Cloud Computing Technologies Co., Ltd.",1,affiliation_label_not_verified_organization
ShenZhen University,3,affiliation_label_not_verified_organization
"Shenyang Institute Of Automation, Chinese Academy of Sciences",1,affiliation_label_not_verified_organization
"Shenyang Institute of Automation, Chinese Academy of Sciences",8,affiliation_label_not_verified_organization
"Shenyang Institute of Automation, Chinese Academy of Sciences,",1,affiliation_label_not_verified_organization
"Shenyang Institute of Computing Technology Co. Ltd., CAS",1,affiliation_label_not_verified_organization
"Shenyang Institute of Computing Technology, Chinese Academy of Science",1,affiliation_label_not_verified_organization
"Shenyang Institute of Computing Technology, Chinese Academy of Sciences",3,affiliation_label_not_verified_organization
"Shenyang institute of automation, Chinese Academy of Sciences",1,affiliation_label_not_verified_organization
Shenzhen Campus of Sun Yat-Sen University,1,affiliation_label_not_verified_organization
Shenzhen Campus of Sun Yat-sen University,2,affiliation_label_not_verified_organization
"Shenzhen Graduate School, Tsinghua University",1,affiliation_label_not_verified_organization
Shenzhen Institute of Advanced Technology,1,affiliation_label_not_verified_organization
"Shenzhen Institute of Advanced Technology, Chinese Academy of Sciences",3,affiliation_label_not_verified_organization
Shenzhen Institute of Artificial Intelligence and Robotics for Society,2,affiliation_label_not_verified_organization
Shenzhen Institutes of Advanced Technology,3,affiliation_label_not_verified_organization
"Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences",6,affiliation_label_not_verified_organization
Shenzhen Polytechnic University,1,affiliation_label_not_verified_organization
Shenzhen Research Institute of Big Data,1,affiliation_label_not_verified_organization
Shenzhen Technology University,7,affiliation_label_not_verified_organization
"Shenzhen Tsingding Technology Co., Ltd",1,affiliation_label_not_verified_organization
Shenzhen University,17,affiliation_label_not_verified_organization
"Shenzhen University,",1,affiliation_label_not_verified_organization
"Shenzhen University, Shenzhen 518060, China",1,affiliation_label_not_verified_organization
Shenzhen university,1,affiliation_label_not_verified_organization
Shibaura Institute of Technology,1,affiliation_label_not_verified_organization
Shimizu Corporation,3,affiliation_label_not_verified_organization
SiLC Technologies,5,affiliation_label_not_verified_organization
Sichuan University,9,affiliation_label_not_verified_organization
Siemens,2,affiliation_label_not_verified_organization
Siemens AG,1,affiliation_label_not_verified_organization
Siemens Corporate Technology,1,affiliation_label_not_verified_organization
"Siemens Corporation, Foundational Technologies",1,affiliation_label_not_verified_organization
Siemens Healthineers AG,1,affiliation_label_not_verified_organization
"Siemens, Technische Universität Nürnberg (UTN)",1,affiliation_label_not_verified_organization
Simon Fraser University,17,affiliation_label_not_verified_organization
"SimpleAI, China",1,affiliation_label_not_verified_organization
Singapore MIT Alliance for Research and Technology,1,affiliation_label_not_verified_organization
Singapore Management University,3,affiliation_label_not_verified_organization
Singapore University of Technology and Design,5,affiliation_label_not_verified_organization
Singapore University of Techonlogy and Design,1,affiliation_label_not_verified_organization
Singapore-MIT Alliance for Research and Technology,4,affiliation_label_not_verified_organization
Skolkovo Institute of Science and Technology,18,affiliation_label_not_verified_organization
Skolkovo Institute of Science and Technology (Skoltech),1,affiliation_label_not_verified_organization
"Skolkovo Institute of Science and Technology (Skoltech), Moscow, Russia",1,affiliation_label_not_verified_organization
"Skolkovo Institute of Science and Technology, Intelligent Space Robotics Laboratory",1,affiliation_label_not_verified_organization
Skoltech,4,affiliation_label_not_verified_organization
SmartMore Corporation Limited,1,affiliation_label_not_verified_organization
"SnT, University of Luxembourg",1,affiliation_label_not_verified_organization
Sogang University,5,affiliation_label_not_verified_organization
Sony Depthsensing Solutions NV,2,affiliation_label_not_verified_organization
Sony Group Corporation,2,affiliation_label_not_verified_organization
Sony Semiconductor Solutions,2,affiliation_label_not_verified_organization
Sony Semiconductor Solutions Corporation,9,affiliation_label_not_verified_organization
Sony Semiconductor Solutions corporation,1,affiliation_label_not_verified_organization
Soochow University,8,affiliation_label_not_verified_organization
Sookmyung Women’s University,1,affiliation_label_not_verified_organization
Sophia University,1,affiliation_label_not_verified_organization
Sorbonne Univeristé,1,affiliation_label_not_verified_organization
Sorbonne University,2,affiliation_label_not_verified_organization
Sorbonne Université,3,affiliation_label_not_verified_organization
"Sorbonne Université, CNRS, INSERM, Institut des Systemes Intelligents et de Robotique, ISIR,",1,affiliation_label_not_verified_organization
"Sorbonne Université, ISIR UMR 7222 CNRS",1,affiliation_label_not_verified_organization
Soutern University of Science and Technology,1,affiliation_label_not_verified_organization
South China Agricultural University,2,affiliation_label_not_verified_organization
South China Normal University,1,affiliation_label_not_verified_organization
South China University of Technology,26,affiliation_label_not_verified_organization
South China university of technology,1,affiliation_label_not_verified_organization
Southeast University,53,affiliation_label_not_verified_organization
Southeaster University,1,affiliation_label_not_verified_organization
Southern Methodist University,5,affiliation_label_not_verified_organization
